,nickname,score,review,stay_date
207,hoiya,10,"웬만하면 이런곳에 까지 글을 남기지 않습니다만
직원 교육 다시 시키세요
체크인 데스크 직원 모두가 rude 합니다.
이건 심각한 문제입니다. 다른곳도 아닌 호텔 스텝이 불친절하고 고압적인 태도를 보인다는것은 말도 안되는 일 아닌가요?

예약을 문의 하고 투숙하는 과정 하나하나 클리어하게 진행된것이 하나도 없는 호텔입니다

다시는 투숙하지 않을 예정입니다",2018-10-01
208,Culture12215792792,50,신라스테이 다른지점도 이용해봤는데 신라스테이 서초 역시 룸컨디션 좋고 프론트직원분들도 정말 친절하십니다 ~ !! 추천해요!!!,2018-11-01
209,Stay10044380212,50,"이번이 두번째 방문인데 첫번째 방문때나 다름없이 여전히 객실도 청결하고 직원분들도 너무 친절해서 항상 오고싶은 마음입니다.
근처에 강남역 등 역주변 먹을거리도 많아 좋고 주변 버스정류장들도있어서 접근성이 정말 좋은 호텔인거같아요!! 정말 추천드려요!!",2018-11-01
210,Sightseer67203324677,50,남편과 둘이 스탠다드룸 예약하고 방문했는데 욕실 객실을 원한다 했더니 무료로 룸도 업그레이드 해주시고 친절히 체크인을 도와주셨습니다. 객실도 매우 청결했고 특히나 아침 조식이 맛있어서 기분이 좋았어요. 다음에도 이 근처에서 일이있으면 또 이용할 것 같습니다.,2018-11-01
211,Navigate66117211089,50,"역시 신라계열사인가
주차장 관리인부터 정말 친절하시다
어느곳을 가도 그 곳의 사람을 보면 그 곳이 어떤곳인지 알 수 있다고 생각하는 1인
로비에서 친절하게 안내를 받고 스탠다드더블 룸으로,
객실 컨디션도 정말 깔끔하고 좋았다.
다음에도 서울에서 쉴 일이 있으면 다시 올 듯 합니다",2018-11-01
212,JH P,50,"시설이 깔끔하고 좋아요
비지니스 호텔 느낌이예요
위치가 약간 역에서 멀긴하지만
역에서 걸어오기에는 무리없는 수준입니다.",2018-11-01
213,doridori1230,50,"객실이 무척 깔끔했고 무엇보다 침구가 너무 좋았습니다.
직원분들도 친절하셔서 머무는 동안 도움도 많이 받았습니다. 또 한번 방문하고 싶네요",2018-10-01
214,Kyung Nyeo J,50,"식사, 침구, 서비스 모두 아주 좋아요. 특급 호텔에 못지 않은 수준입니다.
업무나 공부와 병행하며 머물기에 최적입니다.
지하철에서 내려 조금 먼 것이 유일한 단점입니다.",2018-09-01
215,헤일리,40,가운을 펼친 순간 안에 붙어있던 머리카락이 우수수 .. 교환 요청을 했으나 대응이 신속하지 못하여 자칫 일정이 딜레이될 뻔 함,2018-09-01
216,Shanghaihanzi,50,여자친구의 생일을 기념으로 예약하게되었어요.사실 같은 삼성그룹이라 복지몰에서 예약할 수 있었지만 당일예약으로 숙박했네요ㅠㅠ곰돌이도 좋고 어매니티나 침구류도 역시 신라였습니다.,2018-09-01
217,준영 서,50,"신라스테이는 침대와 침구류 때매 자주 방문합니다.

푹신하고 깔끔한 침구류가 좋습니다.

좁은 객실은 조금 흠입니다.
현재 호텔 옆에 아파트 단지 공사중입니다.",2018-03-01
218,dlgusdud1107,50,"몇달 전 신라스테이 역삼에서의 좋은 경험으로 인해 다시 선택한 신라스테이...업무상 강남역 근처에 숙소가 필요해서 망설임 없이 선택 했습니다...가격은 역삼보다 조금 저렴한 듯 했고, 객실 내부나 뭐 기타 부대시설등은 거의 동일한 구조라고 생각하면 될꺼 같습니다...단, 처음 도착한 로비는 역삼이 좀 넓은 느낌이라면 서초는 코지한 느낌으로 좀 작은 편이에요...직원들이야 뭐 당연히 친절들 하시고...특이하게 저녁에 라운지 바가 운영이 되는데..가성비 완전 탑이네요...강남 한가운데서 이 가격에 장사를 한다는게 믿기지 않을 정도에요...동네 호프집 보다도 싸다면 믿으실지...ㅎㅎ
청소상태나 기본적인 객실 용품 등은 무난했구요~ 확실히 신라스테이...비즈니스 호텔로 잘 포지셔닝한 브랜드 같습니다...
번창하시길~~!!",2018-08-01
219,cjh2312018,20,직원 서비스도 아쉽고 특히 중국인이 많아서 좀 많이 피곤하다 프론트 데스크 직원들에게 고객 응대 방법 및 친절도 교육을 해야 할것 같다 다른 비즈니스 호텔 선택지가 있다면 다시 가고 싶지 않을 것 같다,2018-08-01
220,bluekup2018,50,가격 잘 찾아 보시면 10만원대 이하로 즐기실 수 있습니다. 조식이 다른 곳보다 뛰어났으면 1만 1천원~1만 5천원으로 프로모션 자주 진행중이니 추천드립니다.,2018-06-01
221,kiljy3,50,친구 생일에 여자 셋이서 어디서 보낼까하다가~~~신라스테이 서초에서 좋은시간 보냈어요~~ 객실도 깔끔하고 아주 좋네용! 호텔주변에 놀데도많고 먹을데도 많아서 너무 편하고 좋았어요~~^^ 담에 또 갈것같아요! 추천해요오~❤️,2018-06-01
222,Mobile714671,50,"밤늦게 체크인을 했는데, 프런트 직원 분들은.. 딱히 친절하다는 느낌은 못받았지만 (체크아웃 때도 마찬가지....) 2층인가 3층에 있던 라운지 여자 직원에게 매우 감사하단 인사 드리고 싶어요. 밤늦게 혼자 일하던데..생맥주 두잔 시키고, 안주 이것저것 시켰는데 너무 친절하시더라구요! 고마웠습니다! 방은 매우 깔끔하고 벽 전체 슬라이드 장을 열면 욕실 안이 다 보여 놀라긴 했지만! 인테리어가 너무 맘에 들었어요! 또 방문해 보겠습니다~",2018-05-01
223,보람 강,50,남자친구랑 편히 쉬려고 갔었는데 너무 좋네요 역에서 가까워 위치도 너무 좋았구 프론트 직원들은 물론 너무너무 친절하셔서 기분 좋았어요🙂 객실도 깨끗하고 생각보다 분위기가 더 좋아서 기분좋게 잘 머물다 왔습니다 너무 만족스러웠어요 다음에 또 갈게요~!!!,2018-05-01
224,한결 장,50,여자친구와 4주년 기념일을 맞이하여 신라스테이 서초에 투숙을 하게 되었습니다. 강남 뱅뱅사거리에 위치하여 주변에 식당이 가깝고 커피를 좋아하는데 스타벅스도 가까워서 위치적으로 좋았습니다. 객실은 무엇보다 침대 및 침구류가 너무 편해서 간만에 푹~~잘수 있었습니다. 저희는 호텔에서 조식까지 신청해서 먹었는데 음식은 깔끔한게 맛있었고 저랑 제여자친구랑 빵을 좋아하는데 크로와상이 참 맛있었습니다. 여자친구도 너무 좋아해서 상당히 만족스러웠습니다. 다음에 또 갈 예정입니다. 특별한날 좋은 기억을 준 신라스테이 서초! 아주 칭찬합니다!,2018-03-01
