,nickname,score,review,stay_date,sentimental_score_negative,sentimental_score_positive,topic_score_#0,topic_score_#1,topic_score_#2,topic_score_#3,topic_score_#4,topic_score_#5,topic_score_#6,topic_score_#7,topic_score_#8,topic_score_#9,topic_score_#0_negative,topic_score_#1_negative,topic_score_#2_negative,topic_score_#3_negative,topic_score_#4_negative,topic_score_#5_negative,topic_score_#6_negative,topic_score_#7_negative,topic_score_#8_negative,topic_score_#9_negative,topic_score_#0_positive,topic_score_#1_positive,topic_score_#2_positive,topic_score_#3_positive,topic_score_#4_positive,topic_score_#5_positive,topic_score_#6_positive,topic_score_#7_positive,topic_score_#8_positive,topic_score_#9_positive
2108,Soyoung Lee,50,친절한 서비스얼리 체크인인데도 친절하게 해 주셨고 방 설명도 명쾌하게 해주셨습니다재방문 의사 있습니다 많이 오세용,2020-08-01,-2.95864200592041,3.4314887523651123,0.43837917,0.0529618,0.0575414,0.05612796,0.08056554,0.0439078,0.10297053,0.04335077,0.05668731,0.06750774,-1.2970070224754409,-0.15669499589941438,-0.17024441471574292,-0.16606253424446749,-0.23836459673961485,-0.1299074579961612,-0.30465292247804143,-0.12825940125354052,-0.16771746859051362,-0.19973124663647468,1.5042931860147348,0.18173780907077486,0.19745268034491925,0.1926024565692135,0.2764597511416653,0.1506691178149122,0.3533422004982789,0.14875767054814393,0.19452188061003906,0.23165206366888924
2109,Hyun mi,50,국회의사당역 4번 출구 바로 앞이라 위치도 좋고 직원분도 친절하고 좋아요 룸도 깔끔하고 주변에 편의점 식당도 많아서 추천합니다,2020-08-01,-3.0401558876037598,3.315264940261841,0.05141718,0.02319012,0.02519537,0.02457647,0.03527683,0.01922569,0.7477559,0.01898179,0.02482139,0.02955928,-0.1563162293687217,-0.07050157490420261,-0.07659785091647908,-0.07471630074484636,-0.10724707434298786,-0.058449096208926576,-2.273294456650717,-0.05770758981734492,-0.0754609046506225,-0.08986482132437423,0.17046155986051037,0.07688138640067343,0.08352932515015299,0.08147751019461325,0.1169520507039552,0.0637382577128891,2.4790088698267425,0.06292965110392723,0.0822894946172763,0.09799684704142475
2110,김연수,50,침대도 푹신푹신하고 암막커튼 쳐놓으니까 잠이 너무 잘와서 좋았습니당 프런트 직원분들도 친절하고 저녁 뷔페 같이있는 패키지로 예약했는데 양고기 맛있었어용,2020-08-01,-2.973872423171997,3.417989492416382,0.14983669,0.12780268,0.01966748,0.01918437,0.02753706,0.01500755,0.14489551,0.45361915,0.01937556,0.02307395,-0.44559519809173054,-0.38006888024080254,-0.058488576824378136,-0.057051862151846766,-0.08189170603024598,-0.044630552625751774,-0.4309007581157154,-1.349005487669963,-0.057620429344273916,-0.06861896930765443,0.5121402293795185,0.4368282341015508,0.06722324046398764,0.06557196732393988,0.09412138481343435,0.051295663770554834,0.49525132686856566,1.5504654961458968,0.06622544414234888,0.07886650222333369
2111,vivi,50,확실히 글래드는 어디든 깨끗하고 좋아요 쉬기 위해 잡는 호텔로는 최고라서 저렴하게 여의도 잘 이용했어요 주말에는 강남보다 여의도가 사람이 없어서 좋아요,2020-08-01,-3.041619062423706,3.4606549739837646,0.08889572,0.04009365,0.04356055,0.04249053,0.0609905,0.03323951,0.5638923,0.03281782,0.04291398,0.05110536,-0.2703869036632778,-0.12194960762419438,-0.1324945980841541,-0.12923999699845368,-0.18550987106207284,-0.1011019156380133,-1.7151455837296936,-0.09981930149858265,-0.13052797066019917,-0.15544304152312893,0.30763740095604497,0.1387502864555783,0.15074803270089276,0.14704505372673182,0.2110670813269051,0.11503046241207393,1.9514367097340397,0.11357114587366901,0.14851046815483837,0.17685802323632505
2112,MINSOO KANG,50,일찍 도착하게되어서 짐을 맡겨놓고 가야하나 했는데 무료로 얼리체크인을 해주셔서 편하게 이용할수 있었습니다 객실도 깔끔하고 무엇보다 침대가 너무 편안해서 좋았습니다 Grace님 좋은 서비스 감사합니다,2020-08-01,-3.0357606410980225,3.4802520275115967,0.07151878,0.03225632,0.6214722,0.03418467,0.04906835,0.02674199,0.06271408,0.02640274,0.03452535,0.04111551,-0.2171138937833632,-0.09792246704362739,-1.8866407832464773,-0.10377647029041182,-0.1489597667006448,-0.08118229450375525,-0.19038492821530006,-0.0801523870170775,-0.10481068654025183,-0.12481685066621662,0.2489033749272096,0.11226012349387915,2.162879814103107,0.11897126085855358,0.17077022577447476,0.09306888073446595,0.21826079548527666,0.09188817578357655,0.12015690545505553,0.14309234124650683
2113,최현민,50,늦은밤 이사를 하고 심신이 지친 상태로 아기랑 호텔에 체크인했어요  늦은 시간이라 침대 가드 설치가 안돼 걱정했는데 프론트에서 친절하신 매니저님이 키즈룸으로 업글 도와주셨어요  키즈룸에는 커다란 자동차 모양의 토들러침대인 띠띠베드가 있는데 아기가 띠띠베드를 보는 순간 빠방이 침대라고 너무 좋아하면서 안 내려오더라구요   편한지 그날밤 한번도 안깨고 푹 자는 기적이 방도 넓어서 애기 재우고 한쪽에서 맥주 한잔씩 했어요  이사 하느라 정말 피곤했는데 푹신한 침구에 푹 자고 컨디션 잘 회복했어요  객실 컨디션도 좋고 깨끗하고 널찍하고 만족스러워서 다음에도 또 이용하고 싶습니다  아기 있으시면 글래드 호텔 키즈룸 강추합니다,2020-08-01,-2.8408043384552,3.3575546741485596,0.08125748,0.00566754,0.52134305,0.00600636,0.14600426,0.14208144,0.01101907,0.03898475,0.04041191,0.00722413,-0.23083659433747883,-0.016100376884236156,-1.4810336050451411,-0.01706288973121517,-0.41476953406579753,-0.40362556973160224,-0.03130302365927684,-0.11074803483429463,-0.11480233466445888,-0.020522342430383644,0.27282642306291294,0.019029080930162423,1.7504378023776468,0.0201666775835313,0.4902172842196961,0.477046201286484,0.036997132107782216,0.13089341528282006,0.13568520370728088,0.024255414503162043
2114,Hyojin P,40,깨끗하고 깔끔해서 좋습니다 역에서 가까워서 좋아 편리했습니다 근처에 노브랜드마켓도 있어서 편리하게 이용했으며 전체적으로 모던하고 깔끔합니다,2020-08-01,-3.036090612411499,3.424334764480591,0.47301838,0.02319012,0.02519537,0.02457647,0.03527683,0.01922569,0.32615465,0.01898179,0.02482139,0.02955928,-1.4361266570026103,-0.07040730069127754,-0.07649542480590332,-0.07461639063000192,-0.10710366430518459,-0.05837093848622654,-0.9902350688055463,-0.05763042363180615,-0.07535999885664246,-0.0897446547137486,1.6197732760898234,0.07941072853516751,0.08627737967231086,0.08415806148533633,0.12079968877878589,0.06583520039771873,1.1168627040499786,0.06499999121481759,0.08499675960957198,0.1012208725939514
2115,gnjgn,10,이전에 글래드 하우스 디럭스룸만 묵어서 몰랐는데 스탠다드 여서 그런가요 서비스라곤 전무한 수준이네요 바디로션은 스탠다드룸이라 그런지 구비되어있지도 않고요 풋타올이 없다니 이전엔 썼던거같은데다른지점인지는 모르겠지만 풋타올 없다는 호텔은 처음봅니다 코로나로 인원감축한건 알겠는데 수건등 모든시간대에 프론트로 와서 가져가라는건 정말 충격이었습니다 그렇다고 가격을 그렇게 깎은거같지도 않은데말이죠그리고 방음이 전혀안되네요 잠을 잘수가없었습니다 외부 차소리 시위소리 등은 물론이고 다른방에서 나는 문여는소리 물트는소리 물내리는소리까지 다들리고 쿵쿵거리는소리가 너무나서 자는동안 계속 설쳤네요 외부소음은 티비를 틀어논줄알았습니다 방은 너무 건조해서 물을 뿌리고 수건을 걸어놓고 잤는데 다음날 일어나보니 다 말라있더군요 코로나끝나기전까지는 아마 다시는 안갈거같네요 끝나고나서도 안갈것같긴하지만 말입니다호텔 이용하면서 이렇게 불만족한적은 처음입니다,2020-07-01,0.25783461332321167,0.11608237028121948,0.00935354,0.00421863,0.3624957,0.00447082,0.00641738,0.25914904,0.05933235,0.00345307,0.13234119,0.15876824,0.0024116675456167247,0.0010877076411359432,0.09346393621310334,0.001152732885151081,0.0016546220169308679,0.06681759374674279,0.015297933108900263,0.0008903202646073499,0.0341221398527205,0.04093594690133884,0.0010857816234104423,0.0004897080323260361,0.04207935897973947,0.0005189837155095411,0.0007449443779840859,0.030082635370940025,0.006887439637356163,0.0004008402335626965,0.015362479157155384,0.018430193234205916
2116,김주현,50,따릉이도 가깝고 호캉스하기 너무 좋아요 직원분도 친절하고 방컨디션도 좋고 흠잡을때가 없어요 호캉스로 정말 추천드립니다 ,2020-04-01,-3.052818775177002,3.36657452583313,0.1729289,0.07799421,0.08473837,0.08265685,0.11864487,0.06466083,0.15163958,0.06384052,0.08348059,0.09941529,-0.5279205912454898,-0.23810217355491048,-0.25869087563625826,-0.2523363924331612,-0.36220128921060635,-0.1973978028209089,-0.462928159102205,-0.19489354833712724,-0.2548511097422157,-0.3034968785846637,0.5821780279265951,0.2625733039095923,0.2852780253659173,0.2782704553619819,0.399426799715501,0.2176855107928155,0.5105059495822672,0.21492387966690174,0.2810436246379222,0.3346889990395052
2117,liolybllod,50,서비스도 좋고 만족합니다 방 컨디션도 좋고 위치도 국회의사당역과 인접해서 찾아오기도 쉬웠어요 추천합니다,2020-04-01,-3.0370209217071533,3.3812012672424316,0.08889572,0.04009365,0.04356055,0.04249053,0.0609905,0.03323951,0.5638923,0.03281782,0.04291398,0.05110536,-0.26997814865305436,-0.12176525138343042,-0.1322943005473256,-0.12904461957603175,-0.18522942815520427,-0.10094907571122569,-1.7125527275627945,-0.09966840055237647,-0.13033064615498535,-0.15520805187989506,0.30057430682444775,0.13556469741154054,0.14728698556614717,0.14366902385250313,0.20622115993093537,0.11238946043541986,1.9066333759070346,0.11096364856857477,0.14510079360666772,0.17279751283621003
2118,djkim,50,언제나 매우 만족스러운 GLAD 평일에 스탠다드 룸으로 예약하고 방문하였는데 코로나로 룸이 많이 비었는지 GLAD House 최고 등급 룸으로 무료업그레이드 받았습니다룸컨디션은 최고였어요 호텔스컴바인이랑 콜라보하여 꾸며 놓은 방은 너무 귀여웠습니다  그리고 리셉션에 계신 JOY님 매우 친절하셨어요 많이 방문한건 아니지만 지금까지 본 직원분들 중에 제일 친절하셨어요 또 방문하고 싶고 또 JOY님이 응대해주시면 좋겠어요 GLAD 매우 추천합니다 ,2020-03-01,-2.837465763092041,3.423085927963257,0.4827277,0.01484514,0.19605401,0.10569523,0.02258245,0.01230732,0.02886255,0.01215118,0.10585201,0.01892236,-1.3697233398977176,-0.04212259050106626,-0.5562965455845443,-0.2999065831065231,-0.06407693122324876,-0.03492159061211675,-0.08189648931528204,-0.03447856204874711,-0.300351448274057,-0.053691550398942134,1.6524184189265299,0.050816206725410096,0.6711097281716363,0.36180383837187513,0.0773016698317277,0.04212900362052863,0.09879897892380018,0.041594539078019466,0.362340518572438,0.06477286634143153
2119,danny,50,체크인 시 미나 직원님이 너무 친절하고 꼼꼼하게 응대해주셔서 기분좋게 객실까지 왔다  객실 상태는 널찍한 가구 배치로 답답하지 않고 에어드레서도 있어 입고 갔던 옷도 쾌적하게 입을 수 있음  가성비 꽤 괜찮은 여의도 호캉스로 완전 추천,2020-03-01,-2.920850992202759,3.4025778770446777,0.47893813,0.01810218,0.12936796,0.01918437,0.13723756,0.01500755,0.14489551,0.01481716,0.01937556,0.02307395,-1.398906919587894,-0.052873781916421336,-0.3778645415677637,-0.05603467952249774,-0.4008504741861749,-0.04383483060797899,-0.42321819089359636,-0.043278726267214296,-0.05659310968083098,-0.06739555571533717,1.629624294200923,0.06159409059372223,0.4401845671314035,0.06527630522731709,0.4669614982447783,0.05106437311210721,0.4930182530165368,0.050416552209135546,0.06592683553772716,0.07851089545488854
2120,bhgoangel,50,직원분이 친절히 설명도 잘해주시고 방 업그레이드도 해주셨어요와서 보니 방도 넓고 덕분에 좋은 곳에서 푹 쉬다 갈 수 있었습니다 그리고 조용하고 주변 소리가 안들리니 더 좋은 거 같아요,2020-03-01,-2.978675365447998,3.452069044113159,0.38685015,0.026982,0.02931513,0.02859504,0.04104505,0.18588214,0.2159723,0.02208555,0.02888001,0.0343926,-1.152301007276364,-0.08037061900133313,-0.08732026900091672,-0.0851753345448536,-0.12225987139357741,-0.5536825400523426,-0.6433113825690384,-0.06578568720985167,-0.08602417263609663,-0.10244438744396511,1.3354334221382587,0.09314372728529507,0.101197868367358,0.09871204466084826,0.14169033734616043,0.6416779683183655,0.7455513062123202,0.07624084752474669,0.09969578653894429,0.11872562641120776
2121,Yoon,30,정말 좋았습니다 친구들과 가볍게 즐기기에 좋았습니다 와인잔을 빌려주셔서 참 좋았네요 베개가 편해서 잠도 잘 잤습니다,2020-03-01,-3.000589609146118,3.455538511276245,0.46246988,0.03225632,0.23052107,0.03418467,0.04906835,0.02674199,0.06271408,0.02640274,0.03452535,0.04111551,-1.3876823039061748,-0.09678797897807456,-0.6916991212609069,-0.1025741602324226,-0.14723398218283723,-0.0802417509591602,-0.18817920939057764,-0.0792237755426961,-0.10359639449255109,-0.123370775707774,1.5980824661753417,0.11146295640292792,0.7965744280548854,0.11812643750566831,0.16955757430158425,0.09240799201811578,0.21671091011199728,0.09123567133673971,0.11930366275588344,0.14207623239272404
2122,leehyunie,50,일단 직원분 ariel님 덕분에 기분좋게 체크인할 수 있었습니다  방 업그레이드 해주셨는데 룸컨디션 인테리어 모두 최고입니다  진짜 쉬기 좋고 침구류도 푹신푹신 행복하게 쉬다가 갑니다 자주자주 오게될 것 같아요 ,2020-03-01,-3.052506685256958,3.497603178024292,0.7138757,0.026982,0.02931513,0.02859504,0.04104505,0.02236934,0.05245953,0.02208555,0.02888001,0.0343926,-2.179110380160793,-0.08236273567962682,-0.08948464407219658,-0.08728654392253965,-0.1252902814105159,-0.06828254871299944,-0.1601330562839971,-0.0674162926016253,-0.08815642184823647,-0.10498363842100833,2.496853955382747,0.09437232929093087,0.10253270762777733,0.10001409493933089,0.14355928802825524,0.07823906186206475,0.1834826076780578,0.07724649396933625,0.10101081275557844,0.12029166362037369
2123,행복한여행,50,체크인 때 헤일님이 이것저것 친절하게 알려주시고 글래드는 무엇보다도 침구류가 깨끗하고 편해서 편하게 쉬다 왔어요 역이랑도 가깝고 다음에도 방문하고 싶어요 ,2020-03-01,-3.0319511890411377,3.4720184803009033,0.5748363,0.04009365,0.04356055,0.04249053,0.0609905,0.03323951,0.07795174,0.03281782,0.04291398,0.05110536,-1.7428756449010763,-0.12156198730048917,-0.13207346020598365,-0.12882920396313224,-0.18492022261897834,-0.10078056030091709,-0.23634586092158294,-0.09950202298729671,-0.13011308376367214,-0.15494896135963554,1.9958423043995737,0.1392058908912981,0.15124303328164146,0.14752789509909903,0.21176014727252213,0.11540817975058637,0.2706498705613658,0.11394407135837703,0.1489981214042162,0.17743875933379538
2124,서연권2015,50,우선 조용하고 방도 깨끗해서 너무 좋았습니다 바닥에 물을 흘려서 휴지로 닦았는데 검은 때가 하나도 안나오는게 평소에 관리를 잘하시는 호텔 같았어요 다음에도 기회가 되면 꼭 갈게요,2020-03-01,-2.6358237266540527,3.168998956680298,0.1919509,0.02319012,0.02519537,0.02457647,0.03527683,0.5813606,0.04508719,0.01898179,0.02482139,0.02955928,-0.5059487427477976,-0.06112506422999431,-0.06641055272185437,-0.06477924341778163,-0.09298351585197473,-1.532364006649118,-0.11884189098893749,-0.050032643085439865,-0.06542481710359382,-0.07791305347338984,0.6082922092581633,0.07348946092755604,0.07984409964898243,0.07788280859967855,0.11179224989275927,1.8423310668387671,0.14288126506544874,0.060153261439446215,0.07865896912821135,0.09367332977246345
2125,한솔 배,50,깔끔하고 편했습니다 그리고 환경을 생각하는 점이 곳곳에 있어서 정말 좋았습니다 체크인 도와주신 제스직원님 감사합니다,2020-03-01,-2.9773404598236084,3.4470059871673584,0.65794545,0.03225632,0.03504553,0.03418467,0.04906835,0.02674199,0.06271408,0.02640274,0.03452535,0.04111551,-1.9589276209103872,-0.09603804697503548,-0.10434246523996116,-0.10177939577659512,-0.1460931847786595,-0.07962002233480492,-0.18672116043740594,-0.07860993438898722,-0.10279370956773182,-0.12241487504820991,2.2679419195833788,0.1111877285738494,0.12080214112270404,0.1178347559999855,0.16913889741928312,0.09217981530494201,0.2161758007334864,0.09101038935457373,0.11900907440867758,0.141725413302086
2126,박찬우,50,시티뷰 맛집입니다마스크도주시고 좋아여 지원분도 너무 친구하시고 침구도 너무푹신푹신하고아주 만족스헙습니다좋아요,2020-03-01,-3.0757968425750732,3.439467430114746,0.33248463,0.02319012,0.02519537,0.02457647,0.17581058,0.01922569,0.18562092,0.01898179,0.16535512,0.02955928,-1.0226551835571556,-0.07132809286889419,-0.07749583794620518,-0.075592229614589,-0.5407576129687754,-0.059134318178823086,-0.5709322361761444,-0.058384118813298524,-0.5085987440929713,-0.09091834231761897,1.143570065290163,0.07976165684251413,0.08665865277443707,0.0845299689921859,0.6046947482511769,0.06612613634385056,0.6384371048012412,0.06528723624222543,0.5687335363282671,0.10166818330552374
2127,이성희,50,코로나임에도 불구 어렵게 찾았는데 청결하고 마스크 다 착용하시고 위생에 신경써주셔서 감사합니다 편안하게 잘 묵고 갑니다,2020-03-01,-2.9899675846099854,3.339179277420044,0.78438675,0.02033269,0.02209086,0.02154822,0.03093011,0.01685675,0.03953166,0.0166429,0.02176296,0.02591706,-2.3452909683649352,-0.060794084989708175,-0.06605094888331697,-0.06442847639122995,-0.09248002426143564,-0.050401131928016873,-0.11819837997718974,-0.04976172649420363,-0.06507055506437975,-0.0774911657320998,2.6192079945596163,0.06789449819865734,0.07376533474822677,0.07195336643403927,0.10328118009659626,0.056287705645645225,0.13200329765312002,0.05557362119019871,0.07267043634840586,0.08654170571200437
2128,ㅤㅉㅕㅇ블리,50,두번째 방문인데 두 번 모두 룸 업그레이드 해주시고 깔끔해요 어메니티 향도 너무 좋아요 밤이 되면 야경도 너무 예뻐요 ,2020-03-01,-3.0773773193359375,3.484309434890747,0.55036294,0.1904948,0.02931513,0.02859504,0.04104505,0.02236934,0.05245953,0.02208555,0.02888001,0.0343926,-1.6936744431241095,-0.5862243941260203,-0.09021373005558075,-0.08799772064310218,-0.1263110977637325,-0.06883888829162288,-0.16143775797917215,-0.06796557426326899,-0.08887468599490944,-0.10583900416617098,1.917634800494369,0.66374284836062,0.10214299975967078,0.09963395985247736,0.14301364571197617,0.07794168965073478,0.1827852242037773,0.07695289432508634,0.10062688932855268,0.11983445724335429
2129,riijuu,50,일단 체크인때부터 Ariel직원님 너무 친절해서 기분이 좋았구요 방도 너무 깔끔하고 딱 휴식하기 좋은 방이었습니다 특히 침구류가 넘 푹신하고 좋았어용,2020-03-01,-3.0335283279418945,3.4809179306030273,0.65794545,0.03225632,0.03504553,0.03418467,0.04906835,0.02674199,0.06271408,0.02640274,0.03452535,0.04111551,-1.9958961733155434,-0.09785046083585769,-0.10631159868477624,-0.10370015940582178,-0.1488502307766204,-0.08112259799751165,-0.1902449307549503,-0.08009344784196237,-0.10473361515613178,-0.12472506796962435,2.2902541286072733,0.1122816030771645,0.12199060304934761,0.11899402453479624,0.17080290054066083,0.0930866883113044,0.21830255698338163,0.09190575744715623,0.12017989598969692,0.1431197201925265
2130,Didu,40,우선 들어갔을 때 케빈 호텔리어께서 친절하게 설명해주셔서 기분이 좋았습니다 면봉 하나가 떨어져 있어서 조금 놀랐지만 조용하고 깔끔하고 깨끗하고 전망도 도시숲에 나쁘지 않고 일하고 돌아와 편히쉴 수 있어 좋았습니다 실패 없는 무난한 선택일 것 같아요,2020-03-01,-3.001840353012085,3.4829161167144775,0.43159226,0.21402456,0.11657917,0.01728788,0.02481486,0.01352397,0.03171578,0.0133524,0.11631611,0.02079295,-1.295571049600305,-0.642467556731301,-0.3499520718221163,-0.05189545075780133,-0.07449024519845793,-0.040596795480714265,-0.09520570972195941,-0.040081769409128,-0.3491623923903191,-0.06241711061090127,1.5031996236821286,0.7454295847413484,0.406035487464834,0.06021223002320708,0.08642807245874806,0.047102849132154345,0.1104634030457774,0.046505284840150596,0.40511925378928737,0.07242009398911664
2131,jieun choi,50,체크인 할때부터 환한 미소로 도와주신 친절하셨던 하이디님덕분에 즐거운 스테이가 되었습니다 개인적으로 안좋은 일 때문에 숙박을 취소 할 수도 있을뻔 했다가 우여곡절끝에 가게 되었는데 정말 친절하신 모습에 큰위로가 되었고 즐거운 스테이가 가능했습니다 역시나 베딩도 너무 좋았구요 다음번에 또 이용하겠습니다 감사합니다 하이디님,2020-03-01,-2.898826837539673,3.4190642833709717,0.19527265,0.01361987,0.09733491,0.01443409,0.10325589,0.0112915,0.02648031,0.01114826,0.01457794,0.51258457,-0.5660616109078589,-0.039481633728448706,-0.2821570390723416,-0.04184192173218282,-0.2993209459641317,-0.03273211455962155,-0.07676183232385192,-0.03231686440847459,-0.042258910517740444,-1.4858938995311917,0.6676497578189711,0.04656719814442045,0.3327943021987245,0.049351074817400864,0.35303852660594437,0.038606377711403184,0.09053788098889903,0.03811660476530476,0.049842898421627035,1.7525595854762344
2132,h5vley,50,잠자리 예민한데 침대 너무 편해서 개꿀잠 잣어요 침대 어디껀지 못물어ㅤㅂㅘㅅ네요  인테리어도 너무 에뻣어요,2020-03-01,-3.027818441390991,3.3628320693969727,0.05141718,0.02319012,0.58733034,0.02457647,0.17581058,0.01922569,0.04508719,0.01898179,0.02482139,0.02955928,-0.1556818727293523,-0.0702154680661149,-1.778329638695027,-0.07441308986496509,-0.5323225026457408,-0.05821190028630863,-0.1365158320366353,-0.057473403048060145,-0.0751546720471925,-0.08950013528836198,0.17290732729586367,0.0779844737559543,1.975093307185034,0.08264654232895907,0.591221441380867,0.06465276861627345,0.15162065587469797,0.06383256019096173,0.08347017703254522,0.09940289716473316
2133,Yeon Ji K,50,프론트에서부터 JOY님께서 너무 친절하게 맞이해주셔서 기분 좋았어요 뷰도 좋은 방으로 안내해주셨고 덕분에 친구랑 아주 편하게 쉬다 갑니다 청소 상태도 깔끔했고 침대가 진짜 일어나기 싫을 정도로 정말 편해요 다음에 또 오고 싶네요 ,2020-03-01,-2.523566961288452,3.0594632625579834,0.78438675,0.02033269,0.02209086,0.02154822,0.03093011,0.01685675,0.03953166,0.0166429,0.02176296,0.02591706,-1.9794524973574141,-0.051310905546757546,-0.05574775901305751,-0.054378373606438046,-0.07805420199421853,-0.04253913386879571,-0.0997607894224588,-0.04199946834334156,-0.05492029537657661,-0.065403433348179,2.399802457610093,0.06220711908858423,0.06758616802595308,0.06592598448095366,0.09462953317777867,0.05157260310071887,0.12094565944307778,0.05091833599605167,0.06658298695893539,0.07929228930456
2134,Shine,50,근처에 일이 생겨 급하게 묵게 되었는데 룸컨디션도 좋고 조식도 괜찮아서 만족스러웠어요 직원분들도 친절했구요 특히 케빈이라는 직원분이 여러가지 요구해도 잘 응대해주셔서 감사했어요,2020-03-01,-3.0133655071258545,3.438340425491333,0.33248463,0.02319012,0.02519537,0.02457647,0.03527683,0.01922569,0.32615465,0.01898179,0.02482139,0.17009301,-1.0018977239194484,-0.06988030280967727,-0.07592285738137461,-0.07405788775588817,-0.10630199454017042,-0.0579340326451101,-0.9828231700617636,-0.05719906053633883,-0.0747959300830221,-0.5125524239107868,1.143195353571862,0.07973552147189089,0.08663025747652542,0.08450227119658038,0.12129376415622506,0.06610446890175314,1.1214307155045589,0.06526584368114152,0.08534439962843088,0.5848376890053864
2135,kim,50,방 상태도 깔끔하고 친환경 적으로 되어있는게 너무 좋네요 개인적으로 글래드만의 컨셉 좋아해서 잘 머물다가 갑니다 직원들도 너무 친절하고 글래드맨 joy님 굉장히 친절했습니다,2020-03-01,-3.0520780086517334,3.4902184009552,0.47301838,0.02319012,0.02519537,0.02457647,0.17581058,0.01922569,0.04508719,0.15951551,0.02482139,0.02955928,-1.4436889892409184,-0.07077805030255568,-0.07689823316147004,-0.07500930439816855,-0.5365875911268745,-0.058678307218463566,-0.13760962780859298,-0.4868537952781615,-0.07575682830483466,-0.09021723064724885,1.6509374469530584,0.08093857786382053,0.08793734223709082,0.08577724871750192,0.6136173056410712,0.06710185880250652,0.15736414789028164,0.5567439855855305,0.08663208325541483,0.10316834549957843
2136,나현 김,50,룸컨디션도 좋고 패키지예약했더니 요즘 필요한 방역마스크도 주시고 편안하게 지내다 갑니다 친절한 글래드맨케빈께도 감사합니다,2020-03-01,-3.0385310649871826,3.4180495738983154,0.47301838,0.02319012,0.02519537,0.02457647,0.3163443,0.01922569,0.04508719,0.01898179,0.02482139,0.02955928,-1.4372810359215933,-0.07046389507538997,-0.07655691291028743,-0.07467636834013902,-0.9612219553490249,-0.05841785787216036,-0.1369988341557642,-0.057676747781426396,-0.07542057428958948,-0.08981679273652521,1.616800265435053,0.0792649742215712,0.08611902197323174,0.08400359368593868,1.0812804689611752,0.06571436326876334,0.15411025811337264,0.06488068706942007,0.08484075242284383,0.10103508688113028
2137,279109,50,호캉스하러 여의도 글래드 호텔 방문했습니다 방 컨디션도 좋고 운좋게 룸 업그레이드를 받아서 기분 좋게 지내다 갑니다 응대해주신 직원분이신 헤일님도 친절하셔서 인상에 남습니다 호캉스하기 좋은 곳인 것 같아요,2020-03-01,-3.037156343460083,3.49043345451355,0.7138757,0.026982,0.02931513,0.02859504,0.04104505,0.02236934,0.05245953,0.02208555,0.02888001,0.0343926,-2.1681521439970055,-0.08194855275576485,-0.08903464673764061,-0.08684760031925443,-0.12466022590473536,-0.06793917175445952,-0.15932778461700625,-0.06707727184235512,-0.08771310383242481,-0.10445570027082329,2.491735663914099,0.09417887581046402,0.10232252621865756,0.09980907642482428,0.1432650063873222,0.07807867990541073,0.18310648737534674,0.07708814667384711,0.10080375107299444,0.12004507819461008
2138,escapehdo,50,무료로 객실 업그레이드 받았습니다도심 전망이 보이는 객실이었고 객실도 넓고 깔끔했습니다 분위기 ㅤㄹㅣㅆ는 곳에서 잘 쉬다가 갑니다,2020-03-01,-3.0352892875671387,3.46842098236084,0.1919509,0.30425757,0.16572909,0.02457647,0.03527683,0.01922569,0.18562092,0.01898179,0.02482139,0.02955928,-0.5826265176199357,-0.9235097480338084,-0.5030357332496251,-0.07459669689379922,-0.10707539610173278,-0.05835553246276781,-0.5634131865943957,-0.0576152130547376,-0.07534010885760623,-0.08972096812772357,0.6657665372688513,1.0552933457168479,0.5748182551254359,0.08524154510776327,0.12235491096518203,0.06668278837861052,0.6438114897737108,0.06583682638777866,0.08609104095791764,0.10252402948430372
2139,sammmmi,50,숙소와의 접근성부터 시설까지 모든게 완벽했습니다  체크인때 응대해주신 Ariel님도 너무 친절하게 맞아주셔서 감사드렸습니다 숙소 위생도 청결해서 상쾌하게 쉬었습니다 ,2020-03-01,-2.9990761280059814,3.4727532863616943,0.65794545,0.03225632,0.03504553,0.03418467,0.04906835,0.02674199,0.06271408,0.02640274,0.03452535,0.04111551,-1.973228504983254,-0.09673915964592439,-0.10510420318440872,-0.1025224223818002,-0.1471597181600126,-0.0802012774547669,-0.18808429281701144,-0.07918381549958697,-0.10354414103250686,-0.12330854815699244,2.284882238044176,0.1120182416988591,0.12170446878978147,0.11871491888032804,0.17040227491658566,0.09286834943954192,0.2177905188514071,0.0916901885000434,0.1198980088222088,0.14278402667070633
2140,김소영,50,올때마다 매번 친절하고 편안한 느낌이 들게 해주는 호텔입니다 얼리체크인 요청했는데 친절하게 응대해주신 Grace님 너무 감사드려요,2020-03-01,-3.026827573776245,3.4977099895477295,0.46246988,0.03225632,0.23052107,0.03418467,0.04906835,0.02674199,0.06271408,0.02640274,0.03452535,0.04111551,-1.3998165721502431,-0.09763431916445242,-0.6977475248889853,-0.10347109634789131,-0.1485214358236453,-0.08094340646616738,-0.18982469913868094,-0.07991652959817186,-0.1045022693000286,-0.12444956303661936,1.6175855044943859,0.11282325310594032,0.8062958422641948,0.11956805549843619,0.17162685917197162,0.09353574146000065,0.2193556554699665,0.0923491137477579,0.12075964763499858,0.14381013428028577
