,nickname,score,review,stay_date,label1
475,yumemi97,50,업무차 처음 울산에 왔는데 찾기도 쉽고 룸 컨디션도 좋네요  침구도 적당히 감싸주는 느낌이 게다가 어메니티는 갠적으로 좋아하는 아베다  마포 신라스테이만큼 북적거리는 느낌도 덜해서 잘 쉬고 갑니다 ,2018-09-01,
476,LoveTravel813942,40,테디베어인형 맘에들어요 아베다샴푸시원상큼해요 침대이불깨끗하고 폭신해요 화장실에담배냄새가 조금나는건아쉬워요,2018-09-01,
477,Excursion813391,40,특가로 떠서 갑작스런 울산여행 좋아요 밖에 나가지않고 호텔에서만 있을수 있도록 맥주무제한 프로모션도 하네요 친구랑 좋은 추억만들고 가요,2018-09-01,
478,bhee,40,신라스테이 울산 생각보다 깨끗하고 안락한 분위기에요주변에 맛집두 많고 여자들끼리 여행왔는데 좋네요 또 오고싶어요강추입니다,2018-09-01,
479,hjp3431,50,장기간 출장에 푹 쉬고 갑니다 프론트 직원분들도 너무 친절하시네요 2층 카페에 생맥주 프로모션을 항상 애용하고 있습니다 다음주에도 숙박하려 했으나 만실이라 만실이 아니라면 또 이용하고 싶네요,2018-09-01,
480,Connector813357,50,장소가 시내에서 가까워 접근이 수월하고 침대 욕실 깨끗하고 좋아요 테디베어도 좋았구요 샴푸 로션등 AVEDA 어메니티 맘에 들어요,2018-09-01,
481,박선주93,50,패밀리트윈으로 예약해서 숙박했는데 생각보다 시설 엄청 좋고 화장실도 깔끔하고 물 필요하다고하니까 더 구비해주시고 정말 만족하고 갑니다  울산오면 무조건 신라스테이 들린다 ,2018-09-01,
482,낙규 송,50,울산 출장시 항상 사용하는 신라스테이 위치도 좋고 근처에 음식점도 많아 좋습니다 또 객실은 항상 깨끗하게 정리 정돈 되어 있으며 침구류 및 화장실도 쾌적하고 좋습니다 다음번 출장시에도 신라스테이를 이용할 예정입니다,2018-09-01,
483,seah s,40,침구랑 위생 상태 만족이었는데 일요일이라고 식음업장이 안해서 바를 이용 못해 아쉬웠어요 조식은 만족이네요 일요일 식음업장 이용이 안된다는걸 예약할 때 고지했으면 더 좋았을 것 같아요,2018-09-01,
484,현 정,40,갑작스런 출장으로 울산에 오게 되었는데 우연찮게 찾게 된 신라 스테이 울산 호텔 정말 깨끗하고 직원들도 친절하고 가성비 짱인 호텔이다 꼭 추천하고 다시 꼭 오고 싶다,2018-09-01,
485,은진 곽,40,깔끔하고 위치와 가성비가 좋아요 직원도 친절합니다 뷰는 시내 뷰로 바로앞에 사거리가 보입니다 어머니도좋아하시네요,2018-09-01,
486,소연,50,울산에서 제일 깔끔한거 같아요 잘 묵고 갑니다 룸컨디션이 좋고 접근성이 우수합니다 맥주 무제한 좋습니다 치킨도 맛있어요,2018-09-01,
487,Traveler824618,50,호텔 선택고민중 신라스테이로 결정해서 왔습니당 룸컨디션도 좋구 화장실도 좋구 무엇보다 야경이 정말 멋집니다  추천드려요,2018-09-01,
488,sds2414,50,6층인데도 꽤높아서 전망좋아용 깨끗하고 많이좁지도않네요 저렴하게잘묵겟습니당,2018-09-01,
489,yunho Yang,40,무제한 생 굿이여요 룸도 깨끗 자주오는곳인데 최근 2층에서 생맥주 무제한으로 주니 넘조느네요 입장료 오천원 리뷰작성하면 공짜 입장,2018-09-01,
490,ym j,40,이곳만 이용하다가 새로운 곳도 어떤가 궁금해서 옆에있는 OO호텔 이용했었는데 역시 신라스테이가 최곱니다 청소 상태랑 쾌적함이 최고인것같아요,2018-09-01,
491,Inspiration819235,50,디럭스치고 좀 작긴한데 깨끗한편이라서 기분좋네요 특히 화장실 좋아요 밖에 전망도 좋은편입니다 또올듯하네요,2018-09-01,
492,wonju1221,50,울산 삼산 중앙에 위치하고 잇어서 맛집술집거리도 가깝습니다 담배냄새도 안나고 깔끔하고 좋습니다주변 모텔들 보다 신라스테이 강추합니다,2018-09-01,
493,Trek819098,50,깔끔하고 스탠다드 더블룸 썼는데 혼자 쓰기 좋은 룸이네요 책상도 넓고 편하게 작업하기 좋습니다 채광도 좋았고 침대에 리딩조명 아주 편했습니다,2018-09-01,
494,Explorer819862,50,위치 편리하고 룸 컨디션도 좋아요 먼지가 보이지 않는게 제일 마음에 드네요 침구 상태도 좋고 쉬려고 왔는데 만족스러워요,2018-09-01,
495,상준 박,10,서울지점 천안지점 을거쳐 이제 울산지점을 처음 와보네요 주차공간이 협소한건 이해합니다 주차직원인지 보안 직원 분이신지는 모르겠다만 주차장이만차로 우회전깜빡이키고 가만히기다리는데 주머니에 손넣고 본채만채 결국 프론트 전화하니 그제세야 차번호확인하고 안내 안내도 처음오는길 인데 그냥 돌아서 절로 오세요 툭툭던지는말투 옆에 경쟁사호텔직원분은 오는분들 어디오셨어요 다물어보는데 여하튼 두번다신 이지점엔 오고싶지않네요,2018-09-01,
496,mint0801,50,깔끔하고 좋습니다 위치도 삼산 시내라 식당 쇼핑 카페 호텔에서 걸어서 다닐 수 있습니다 직원분들도 친절하고 이벤트 덕분에 테디베어 인형 받았어요  다만 주차공간이 협소합니다 그 외는 만족합니다,2018-09-01,
497,FrequentFlier818296,50,비치된 제품들도 괜찮고 분위기도 괜찮고 만족스럽습니다 가격도 합리적이고 청결도 괜찮습니다 재방문의사 있습니다 추천합니다,2018-09-01,
498,Compass818259,50,아주 깨끗합니다 세련된 인테리어도 좋구요 도심에 있지만 소란스럽지 않고 조용합니다 어머니랑 방문했는데 무엇보다 깔끔하다며 만족스러워 하시네요,2018-09-01,
499,야미,50,울산에 놀러와서 신라스테이 숙소를잡았는데 호텔이 고급스럽고 방도 너무 좋습니다 좋은숙소오니 기분이 넘나좋은것 주변에도 소개해주거싶네용,2018-09-01,
500,Younghyo P,50,건물이 새건물 느낌이라 전체적으로 시설 상태가 매우 좋아요 2층 카페에서 맥주한잔 하기도좋고 터미널 백화점과 가까워서 접근성이 뛰어납니다 무엇보다 신라 특유의 푹신한 침구가 잠 잘오게 해줘서 제일 좋네요,2018-09-01,
501,FrequentFlier817981,50,깔끔하고 조용히 묵고가기 딱이네요 위치도 좋고 가격대비 정말 만족스럽습니다 재방문의사 100예요 생맥주무제한 포로모션도 진행중이니 이용해보세요,2018-09-01,
502,Inspiration817169,50,곰도리 인형이 넘 귀여웠어요 다음에 또 방문하고싶습니다 깔끔하고 친절하고 서비스도 넘좋아요 저번에도 왓는데 너무 좋아서 또오게됩니다,2018-09-01,
503,실버스타,50,침구나 바닥모두 너무 깨끗하고 가성비 청결도 위치시티뷰까지 모두 다 만족입니다 더불어 맥주 프로모션까지 완전완전 좋아욤,2018-09-01,
504,Explore822130,30,가격 대비 깔끔했습니다 방음이 잘 안되고 환풍기 소리가 좀 컸던게 흠이지만 그 외에 모든 서비스에 대해서는 만족했습니다,2018-09-01,
505,sujinkinh,50,가격대비 생각하면 최고인것 같습니다 직원모두 친절 했구용 레스토랑의 음식도 가격대비 좋았습니다 재방문의사 만프로,2018-09-01,
506,산인,10,깨끗하고 디자인도 심플하고 위생을 생각한 컵들도 일회용으로 준비한 부분은 높이 평가 합니다 특히 가격 면에서도 만족 합니다 그러나 있어야 할 것들은 있어야 한다고 생각합니다 모텔 같은 경우도 별도의 요금을 지불하고 판매는 하여 객실에 들어간 후 필요하다고 카운터로 전화를 하지 않아도 됩니다 좋은 유니폼 입고 직원들이 친절합니다만 있어야할 기본적인 면도기 린스가 없으년 어떻게 합니까 샤워 하다가 당황 스럽습니다 정말 어떠한 이유이든 이거는 아니라고 생각합니다 다시 생각해 보세요,2018-09-01,
507,heefeel,40,연휴를 맞이하여 숙박을 하였습니다 도심속에서 잠시나마 즐길 수 있는 여유였습니다 시내 중심에 있어서 이용하기도 편하고 건물내에 마트가 있어서 편합니다 수영장도 있어서 좋으나 아이들이 많을 때는 안하는게 나은 듯 싶습니다,2018-09-01,
508,b_mi_An,30,가격대비 객실 상태는 훌륭합니다 아침식사 부페는 메뉴가 거의 고정되어 있으나 다양하게 구비되어 있습니다 다만 아쉬운 점은 피드백이 좀처럼 이루어지지 않습니다 비교적 잘 관리되고 있으나 워낙 자주 방문해서 이런 사항들이 거슬릴 수도 있다고 생각합니다 머리카락이 욕실바닥 책상 등에 있었던 적이 몇번 있었고 프론트데스크에 이야기해서 새로운 방으로 배정받은 적이 있었습니다만 머리카락을 발견한 세번째 경우부터는 고쳐지지 않는다는 것을 깨닫고 더 이상 프론트데스크에 전달하지 않고 그냥 방을 사용하고 있습니다 호텔 안내책자에 안내되어 있는 내용이 잘못되어 있어서호텔 내 ATM 배치에 관한 사항 수정할 것을 고객 메모로 남겨놓았지만 1년넘도록 고쳐지지 않고 있습니다 객실 샤워헤드의 코팅이 손상되어 손이 긁히는 일이 있었고 다른 손님들 특히 유아들이 다칠 것이 염려되어 프론트 데스크에 말씀드리고 직접 설비 기사님이 객실에 오시게 한 후 어느 부분이 파손되었는지 확인시켜드렸지만 그 다음번에 동일한 객실에 배정받았을 때 확인해보니 샤워헤드가 교체되지 않고 그대로 사용되고 있었습니다 너무 작은 부분인지는 모르겠지만 제 생각에는 안전불감증이라고 생각합니다 비교적 저렴한 가격에 비지니스 호텔로서 훌륭하지만 서비스는 특급을 지향하지는 않습니다 딱 지불한 가격 가치의 호텔입니다,2018-09-01,
509,599miria,30,신라호텔과 바로 마주하고 있다 가격대비 매우 괜찮아 호캉스를 보내기 좋다 어메니티도 다 갖춰져 있으며 깔끔하고 조식도 괜찮은 편이었다,2018-09-01,
510,promnade,40,시설은 다소 노후되었으나 롯데 체인호텔의 장점인 서비스정신을 좋습니다 단 카페트에서 냄새가 좀 나고 먼지는 많습니다 그런단점이 있더라도 투숙객들에게 제공하는 투어프로그램은 정말 유용했습니다,2018-09-01,
511,Extraordinary816467,50,친구와 힐링 여행 따뜻뜻고 깨끗한 수영장 친구와 첨벙첨벙 8월 성수기를 지나서 그런지 조금 여유로운듯하네요 객실도 바다가 전망 즐겁게 휴식하며 힐링되는 시간 도착하면 무료발렛 1회땡큐였네요 체크인하며 안내하는 친절한 직원들의 적극적인 안내로 주변 관광지도 안내 받았어요 다음에 또 올게요,2018-09-01,
512,지환 최,40,4살 아이와 4박동안 머물렀어요 아이들이 놀기에 수영장이 너무좋고 서비스 또한 만족스러움 리모델링도 예정되어있다고 하고 내년에 또 방문예정입니다,2018-09-01,
513,ads,50,해외로 가려다 일정이 안맞아서 제주로 가게되엇는데 이렇게 좋을수가 없네요 가족들과 수영도하고 밤산책 야경도 너무 좋구요 딸들이 다음에도 또 오자고 합니다 다음에도 또 방문하겠습니다,2018-09-01,
514,338crystalk,40,이곳은 롯데호텔에서도 단연돋보이는 곳중하나인라운지카페 그중 에프터눈티세트는 멋스럽고 알차다 이런곳에서 잠시 대화를 나누는 기쁨이란 다만오시는분들의 연령대가 늘 50대이상인듯 그것만 아니면 핫플레이스,2018-09-01,
515,HosubShin,10,지난 몇년간 롯데호텔서울을 이용하면서 매투숙시 객실에 물이 졸졸졸 나오니 물이 잘 나오는 객실로 배정해 달라 요청해 다른 객실을 받아도 똑같은 문제가 반복됩니다 수압의 문제라 개선이 안된다 설명을 해 주면 기대라도 않하는데 알겠다고 하고는 같은 문제가 되풀이 됨 티비도 오래 됐는지 리모콘의 작동에 자주 문제가 발생합니다  어젯밤은 새끼 바퀴벌레같은게 침대에 있어 하우스키핑에 요청해 잡아달라 함 다음날 당직 매니저의 설명이나 사과가 있을지 알았지만 아무런 대응 조치도 없습니다  앞으로 롯데호텔에서는 자기 전에 이불을 체크하게 되는 트라우마가 생길듯 합니다,2018-09-01,
516,Dahyeon S,50,가족이 지방에서 올라와 잠실에서 하루 묶었습니다 오래되었음에도 불구하고 깔끔하게 관리되어 시설이 편했고 백화점 전망대 등 모든 시설들이 연결되어 있어 좋았습니다 서비스 또한 좋았으며 하루 편하게 지내다 가는 것 같아 다음기회에 또 이용하고 싶습니다 최고의 호텔이었습니다,2018-09-01,
517,tibet0920,50,롯데호텔 명동에 위치해서 일이나 쇼핑 다 너무 편하구요 새로 단장한 신관 더욱 력셔리해졌어요 특히나 욕실 구조도 너무 맘에 들고 딸린 소품들도 쓰기 너무 편했어요 욕실 타월도 충분히 여유분 준비해주셨구 타월 소재도 타 호텔들과 차별화된 느낌이었어요 촉감도 아주 좋고 여기 야경도 너무 좋답니다 여러모로 다시 이용하고 싶은 공간이에요,2018-09-01,
518,Fearless819346,50,평일에 아주 중요한 가족모임이 있어서 소공동롯데호텔 일식 모모야마에서 2시간정도 가족식사 했습니다 엄청 긴장하면서 호텔에 갔는데 로비에 있는 접객 직원분들부터 엄청 친절하셨고 엘레베이터에서 만난 직급 높아 보이는 분들도 엄청 친절하게 대해주셔서 기분좋게 식사하러 갈 수 있었습니다 식당에 올라가서도 입구서부터 식사 마치고 나올때까지 서빙해주시는 분들이 아주 친절해서 너무너무 좋았습니다 식사는 송이버섯밥이 메인 식사로 나오는 정식코스를 먹었는데 중간중간 사시미 튀김 구이 메뉴도 엄청 맛있었고 메뉴에 맞춰서 매번 바뀌는 녹차도 감동이었습니다 호텔 들어가서부터 나올때까지 엄청 대접받는 기분이었고 맛도 분위기도 최고였습니다 중요한 미팅이나 가족모임 예정중이시라면 일식당 룸 예약해서 정식 코스 완전완전 추천입니다,2018-09-01,
519,sungwoo Cho,50,위치 여기 위치 모르는 사람은 별로 없을 듯 롯데백화점 본점과 붙어있고 시청 가깝고 명도 길건너 청계천 길 건너 위치로 따지면 best of the best  9월 마지막 주 주말에 투숙했고요 9월 1일에 재오픈 했으니 거의 신상입니다 다행이 새집 냄새 안나요 very good   직원들 정말 너무 친절  요새 가본 롯데계열 호텔은 정말 어쩌면 이렇게 직원분들이 다 친절하실까요 누구 하나 불친절하신 분이 없었습니다  방은 언론에 나온 사진보다는 좁아 보였지만 투숙하는데는 큰 문제는 없었고요 침대  정말 너무 좋았어요 이불 배게 등등 호텔의 기본은 숙면인데 완전 잘 잤습니다  요새 추세를 따르신건지 욕실은 정말 컸고요 클로짓 공간이 따로있고 그 맞은편에 화장대까지 있네요 여성 투숙객들은 정말 좋아할 듯 해요 욕실 용품은 딥티크고요 향은 에르메스하고 비슷하다고 느꼈어요 용량도 큰 편이라 아주 잘 사용했어요  르 살롱은 16층에 위치해있고요 이그젝타워 투숙객은 이용가능하고요 조식 및 해피아워까지 모두 다 여기서 해결 아이가 있는 투숙객은 조식은 라세느에서 이용가능하고요 아이는 르 살롱에 입장이 안되는걸로 알아요 전망이 탁 트여서 너무 좋았고요 한식 찾는 사람인지라 조식에 한식이 없는게 좀 아쉽긴 했는데 그 외에는 만족스러웠어요  수영장이나 gym은 3층 통로를 통해서 메인타워로 이동해야하고요 그 부분이 조금 귀찮기는 했네요   정말 가격의 압박이 있긴 했지만 아주 잘 쉬다 왔어요  가격때문에 자주 방문은 못하겠지만 재방문 의사 100입니다,2018-09-01,
520,Roam38166779809,50,포항사는 30대입니다올해 두번 서울 여행했는데요지인 추천으로 좋은 호텔 머물었습니다 일단 직원들이 너무 친절해요 사실 저렴한편은 아니지만 값을하네요 최근에 가본 호텔중엔 진심 최고요 대만족 일반 게하 이용하실거 아니고 돈좀 쓰실거면 걍 롯데 가세용,2018-09-01,
521,ppooiiuuzz,50,남편이 결혼기념일이라고 예약해서 다녀왔는데 너무 마음에 들었습니다 예약할때 결혼기념일이라고 말했다더니 그래서인지 체크인하고 룸에 들어왔는데 와인과 치즈도 테이블에 놓여있고 기분 너무 좋았어요  또 밤엔 30층이라 뷰가 굳굳  눈물나게 예뻣습니다 창가에서 둘이서 와인먹으며 시간가는줄 모르고 수다떨었습니다 정말정말 너무 기분좋게 다녀왔습니다 그리고 체크인할때 직원언니가 너무 친절하고  이것저것 설명해주셔서 감사했습니다 최상의 룸컨디션과 최상의 서비스로 너무만족하며 다녀왔어요 그래서 매년 결혼기념일은 롯데호텔에서 하고싶어졌어요 감사합니다,2018-09-01,
522,Jangwon l,50,샤롯데 뮤지컬 메디슨카운터의다리 보고 투숙했는데 짱짱맨 호텔 입지좋고 주변볼거많고 즐길거리 가득 석촌호수 산책후 마시는 맥주도좋았고 로비에서 연주도 감동적이었습니다 호텔룸 컨디션도 너무좋았습니다 조식 개꿀맛 역시 롯데호텔 다웠습니다 또 다시 롯데월드로 호캉스 떠나고싶어졌어요 쵝오,2018-09-01,
523,kimwj0907,50,항상 추석되면 음식만들고 많이 힘든데 추석연휴 전에 미리 충전의 시간을 가졌습니다 아이들도 룸에서 롯데월드 안이 보이고 너무 행복한 시간을 보내다 왔습니다 로비에서 체크인하고 시간이 좀 걸렸는데 직원들이 저희 아이들 이뻐해주고 챙겨줘서 그게 좀 좋았습니다,2018-09-01,
524,Travel19043439452,50,가족과 함께 어린 동생생일을 기념해 캐릭터 방으로 예약하여 다녀왔는데 직원 분들도 친절했고 롯데월드를 다녀오고나서 힘들었는데 침대가 좋아 편히 잘수 있었습니다 다음날 조식도 너무 맛있었습니다  잘쉬다 갑니다,2018-09-01,
525,敏至 李,50,시부모님이 외국분이다 보니 이 호텔에 3박4일간 신세를 지게 되었습니다 처음 도착하자마자 도어데스크 직원분들 너무너무 서비스도 좋으시고 유창한 외국어에 스무스하게 시부모님을 문제없이 체크인하는 카운터까지 안내를 해주시더군요 어느 호텔도 첫인상은 도어데스크 직원분들로 인해좌지우지 되는데 덕분에 너무너무 기분좋게 입장하게 되었어요  그리고 프론트 직원분이 친절하게 체크인부터 그근처에 쇼핑센터 식당까지 하나하나 친절하게 알아봐주셔서 시부모님도 호텔근처에서 편하게 여가생활을 즐겼습니다  그리고 체크인을 끝나고 방까지 모셔주신 당직지배인실 김선용 매니저님 마지막까지 친절하고 세심하게 설명해주셔서 시부모님이 한국에 대한 인상과 퀄리티에 새삼 놀라시고 갑니다  저도 결혼식을끝내고 신혼여행을 가기전 여기 스위트룸에서 묵었지만 여태까지 묵었던 호텔들 보다도 만족도가 너무 높아서 제 지인과 친인척분들은 항상 이곳으로 모시고싶습니다 조만간 또 신세지게 될것 같네요  저는 이곳 롯데호텔월드 너무너무강추드려요 정말 좋은추억 안고갑니다 ,2018-09-01,
526,yang1881,50,36주년 결혼기념일에 맞춘 가족나들이였습니다 8살 6살 4살 손녀들과 그중 올 6월에 돌지낸 손자가 좋아하고 힘들지 않는 여행으로 롯데호텔월드 오전엔 아쿠아리움을 관람하고 오후엔 케릭터룸에서 휴식하고 저녁엔 롯데월드 어드벤쳐 카퍼레이드에 참가하였습니다 8살 큰손녀는 롯데월드공주로 둘째 손녀는 인어공주로 카퍼레이드로 더욱 빛이난 순간이었습니다 8살 큰손녀는 10살까지 참가할수있으니 9살 10살 모두 참가하고 싶다고 할정도로 즐거운 추억을 가득안고 돌아왔습니다 즐거움을 나누며 추석명절과 36주년 결혼기념일은 새록새록 기쁨이었습니다 끝으로 사소한것 까지도 챙겨주시는 호텔직원분들과 아침식사때 조금은 시끄러웠을덴데도 밝은미소로 아가들챙겨주신 모든직원들들깨 감사드립니다,2018-09-01,
527,남중 조,50,딸과함께 페키지 상품이용해서 키자니아도 다녀오고 롯데월드도 이용하였네요 딸이 키즈룸도 너무 좋아하구 저녁에 로비에서 피아노와 플릇연주도 잘 들었구요 주변에 아이들과 쉽게 갈수 있는 즐길거리가 많아 좋았어요 키즈룸에는 아이들을 위한배려가 시설에서부터 느껴지더군요 즐거운 시간 보내고 왔습니다,2018-09-01,
528,Voyage818580,50,서울 올라갈일이 많이 없는데 롯데호텔잠실점 방문 후 다른 호텔 고려할 여지도 없습니다 프리빌리지 시스템은 오늘 처음 알았는데 꽤 많이 모였더군요 덕분에 잘쉬다갑니다,2018-09-01,
529,Vacation57635143074,50,롯데호텔 잠실에서 묵었는데 직원들도 친절하고 편의시설들도 좋았어요 다음에도 서울에 오면 여기에 꼭 와야겠네요 굿굿,2018-09-01,
530,domulfood,50,아이들이 롯데월드가고 싶다고하여 롯데호텔에 숙박을 하였습니다 롯데월드패키지로 예약해서 롯데월드 자유이용권2매랑 조식 포함되어 이용하였는데요 가족같이 따듯함을 느낄 수 있는 직원들이여서 좋았습니다 수영장은 조금 오래 되 보였지만 무료로 이용해서 괜찮았습니다,2018-09-01,
531,Resort52013811571,50,가족행사가 있어서 방문했습니다 위치도 좋고 뷰도 좋아서 가족행사하기 너무좋더라구요 이번 클럽라운지도 역시 깔끔하고 서비스도 최상이었습니다 또 이용하겠습니다,2018-09-01,
532,Camper32576027150,50,클럽라운지 이용했는데 직원분들도 정말 친절하고 음식도 맛있었어요 잠실역에서 바로 찾아갈 수 있어서 교통편도 정말 편리했어요 다음에 또 가고싶네요,2018-09-01,
533,전명관,40,위치도 좋고 룸컨디션도 생각보다 좋았습니다 급하게 잡아서 어떠려나 걱정했는데 다행입니다  다만 휴가철이나 성수기에는 호텔로비가 호텔인가 싶긴 합니다,2018-09-01,
534,Jongdoo P,50,추석연휴 마지막날 부터 늦은 여름 휴가를 라마다에서 시작하게되었다 부모님 모시고 와서 같은 층옆객실로 배정해주셔서 감사합니다 객실에서 바라 본 멋진 하버뷰 최고였습니다 뷔페 레스토랑 또한 에드워드 권의 이름을 걸고 해서인지 음식 맛도 훌륭하고 무엇보다도 가격대비 굿 라마다호텔 속초가 계속해서 많은 관광객이 오기를 희망합니다 잘쉬었다가 갑나다,2018-09-01,
535,전명관,40,위치도 좋고 룸컨디션도 생각보다 좋았습니다 급하게 잡아서 어떠려나 걱정했는데 다행입니다  다만 휴가철이나 성수기에는 호텔로비가 호텔인가 싶긴 합니다,2018-09-01,
536,Jongdoo P,50,추석연휴 마지막날 부터 늦은 여름 휴가를 라마다에서 시작하게되었다 부모님 모시고 와서 같은 층옆객실로 배정해주셔서 감사합니다 객실에서 바라 본 멋진 하버뷰 최고였습니다 뷔페 레스토랑 또한 에드워드 권의 이름을 걸고 해서인지 음식 맛도 훌륭하고 무엇보다도 가격대비 굿 라마다호텔 속초가 계속해서 많은 관광객이 오기를 희망합니다 잘쉬었다가 갑나다,2018-09-01,
537,Jack C,30,호텔규모 가격대비 가성비는 좋아보였으나 전체적인 호텔상태나 청소상태가 생각보다 별로라서 또 이용하게될지는 모르겠어욥,2018-09-01,
538,hlee321268,40,서비스는 그냥저냥 다른 비지니스호텔과 비슷 친절까진모르겟네요침대 객실 청결 위치 매우만족입니다저렴한 가격에 잘쉬다왓어요,2018-09-01,
539,abh0002,50,라마다 제주시티홀 강추 가격도 저렴 공항에서 근접 렌트카 픽업후 숙소로 이동시 가깝고 편리합니다 제주시 주변 관광에도 최적의 위치 1층에 24시 편의점 있고 아침조식 서비스 제공 최신시설에 깨끗하고 주차타워에 직접주차해주십니다,2018-09-01,
540,crislove159,10,하우스키퍼가 11시인퇴실 시간을 무시하고 아침7시부터 벨누르질않나 문을열어버리지않나 어떤경우의수입니까 열받아서잠도그다음못자고너무화나고어이가없어서 퇴실할때 프론트에말하니 확인하고연락따로드리겠습니다라는말은 그상황회비하기위한수단이셧나봐요직원교육을 하우스키핑이든 프론트든 하나같이 엉망이네요 저번방문시방도업글해주셔서 다시온건데 업그러이드시켜준다고 다가아니에요 직원이 개념이잇으셔야죠 어느호텔에서 아침7시에벨을누르고 문을엽니까 그시간에청소하라고지시라도하셧나요 진짜최악그자체입니다 테이블 위 찌꺼기들도 찌든때도 저희가직접 닦아서 사용한것도 넘기려햇더니진짜최악입니다,2018-09-01,
541,ahan200035,40,객실내의 이불이나 베개에서 나와 날리는 깃털들과 에어컨 청소만 해주신다면 더 좋을 것같아요하지만 이것을 제외하곤 직원분들도 너무 친절하시고 객실도 깔끔하게 잘 정리해주시고 위치도 좋았습니다2박3일의 일정동안 편히 쉬다갑니다 ,2018-09-01,
542,Tour21346696422,50,우연히 호텔을 알아보다가 라마다라는 이름을 믿고서 선택했어요 워낙 후기도 많아서 안심하고 선택했어요 왜 후기가 많은지 알겠더라구요 신축이라 일단 깔끔하고 직원분들도 친절하고 비교적 저렴하게 다녀왔지만 나중에 제값주고도 다시 와보고 싶다는 생각이 들더라구요 일단 대학로도 가까워서 현지인들이 찾는 맛집도 가볼수 있어 편했어요,2018-09-01,
543,d0lphin76,40,호텔 위치가 제주 시내에 있어 이동의 편리함을 주었다 주차타워를 직원들이 직접 운영해 주고 있어 주차를 편안하게 할 수 있었다 객실온도를 자신의 컨디션에 따라 자유롭게 조절할 수 있어서 객실 이용이 좋았다,2018-09-01,
544,LightPacker817546,20,Gym 이용때문에 일부러 호텔 예약했는데 기구도 별로없고 상당히 실망했어요 이정도 구색 갖추려면 Fitness 있다고 안했으면 좋겠어요 방은 깔끔해요,2018-09-01,
545,동욱 김,50,지어진지 1년밖에 안되어서 그런지 깔끔하고 좋네요 직원들도 친절하고 화장실도 깨끗하고 침구들도 편안하고 전반적으로 만족합니다,2018-09-01,
546,sayzone2,50,제주에 급하게 여행하게되어 공항근처 숙박을 검색하던중 라마다시티호텔을 알게되었는데 가격도 저렴하게 구하였는데 찾기도 쉽고 공항도 가깝고 1년밖에 안된곳이여서 너무 깨끗하고 모든게 만족스럽네요 다음에 제주에 오게되면 또 이용할마음 10000퍼센트입니다 가족4명이서 이용하였는데 트윈베드라서 편하고 깔끔해우,2018-09-01,
547,bhy6163,50,어머니께서 매우 좋아하시는 라마다 프라자 제주 최고입니다 숙소도 좋고 조식또한 훌륭합니다 저렴한 가격에 4인숙박에 조식까지 먹은것에 매우 만족하며작년에는 저녁 뷔페를 이용해보았는데 다음에 가면 한번 더 먹고싶습니다 아 위치또한 매우 좋습니다 첫날 또는 마지막날에 머물기 아주 좋습니다,2018-09-01,
548,쁘미,40,결혼기념일 1주년으로 다녀왔습니다 룸 컨디션도 좋았고 조식도 맛있고 덕분에 뜻깊은 1주년을 보낼 수 있었습니다 다만 화장실 물 내릴 때 요상한 소리가 나서 처음엔 조금 놀랐어요,2018-09-01,
549,Passenger815334,50,객실은 굉장히 편안하고 조용하며 청결했다 호텔위치도 시내에 바로바로 나갈수있는 곳에 있으며 앞에 은파호수공원이있어 산책하기도 편했다 전반적으로 너무 만족한 호텔,2018-09-01,
550,Seaside816389,50,매일 집 근처에서 데이트하다가 오랜만에 근교로 놀러갈 곳 찾다가 에버랜드 가기로 했어요 와이프랑 맘 놓고 놀고 한잔하기로 해서 근처 숙박 검색했는데 그래도 브랜드가 있는곳이 낫겠다싶어서 예약했는데 예약해준 직원이랑 호텔에서 본 프론트직원도 다 친절하시네요 제일 중요한건 객실가가 저렴해서 더 만족했어요 조식도 저렴하고 저렴해서 기대안했는데 나름 맛있었어요 용인에 이런 호텔이 있다는걸 여태 몰랐던 1인이었는데 가끔 이용해야겠어요,2018-09-01,
551,jojo552018,50,에버랜드 바로 앞에 있는 호텔이라서 전날 밤에 가서 자고 아침일찍부터 가서 하루종일 놀았는데 너무 피곤해서 하루 더 자고 나왔어요  정말 위치가 너무 최고더라구요 도저히 버스를 탈 수 없어서 호텔에 이끌려가듯 들어갔는데 직원들도 친절하고 생긴지 1년 밖에 안되서 너무 깔끔하고 좋아요    주차장은 바로 옆에 공터랑 에버랜드주차장도 이용 가능해서 편리했어요 프론트에서 호텔 주변 맛집지도도 주는데 아주 유용해요 굿굿굿  직원들이 너무 친절해요 대게 침착한데 친절해서 좋았어요 ,2018-09-01,
552,ljw6591,50,매우 만족합니다 첫날 저녁에 애버랜드 야간 이용하고 다음날은 패키지로 캐리비안베이 이용했네요 호텔도 깨끗하고 주차장도 가까워서 편리하게 이용했습니다 추천드립니다 조식에 아이가 먹을만한 메뉴가 다양해서 만족했습니다 위치청결서비스 최고네요 다음에도 이용할 것 같아요 추천,2018-09-01,
